2026-04-03 11:49:34,591 | INFO | mail_pii | {"mail_id": "mail_001", "success": true, "processing_time_sec": 0.2763, "num_entities": 17, "output_file": "/home/aravena261/Documents/Anonymization/outputs/anonymized/mail_001.txt", "anonymized_text": "From: Chase Security Team <<ANONYMIZED>>\nTo: <ANONYMIZED>\nSubject: URGENT: Unusual Sign-in Activity Detected\n\nDear <ANONYMIZED>,\n\nOur system detected a suspicious login attempt to your Chase Online account from an unrecognized device in <ANONYMIZED>, <ANONYMIZED>.\n\nAccount ending in: <ANONYMIZED><ANONYMIZED>: <ANONYMIZED>, <ANONYMIZED>\nTime: <ANONYMIZED>\n\nIf this was not you, please click the link below:\n<ANONYMIZED>\n\nIf you have questions, call <ANONYMIZED> or visit <ANONYMIZED>, <ANONYMIZED>, NY 10017.\n\nThank you,\nChase Bank Global Security Operations"}
2026-04-03 14:56:32,101 | INFO | mail_pii | {"mail_id": "mail_001_fr", "success": true, "language": "en", "processing_time_sec": 0.0912, "num_entities": 15, "output_file": "/Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/anonymized/mail_001_fr.txt", "anonymized_text": "Gemini ha dicho\nDe : Équipe de sécurité Chase <EMAIL_ADDRESS>\nÀ : <EMAIL_ADDRESS>\nObjet : URGENCE : Activité de connexion inhabituelle détectée\n\nChère Maria Garcia,\n\nNotre système a détecté une tentative de connexion suspecte à votre compte Chase Online à partir d'un appareil non reconnu à <LOCATION>, en <LOCATION>.\n\nCompte se terminant par : <ACCOUNT_NUMBER>\nDate : <DATE_TIME>\nHeure : <DATE_TIME> CEST\n\nSi ce n'était pas vous, veuillez cliquer sur le lien ci-dessous :\n<URL><ADDRESS>z des questions, appelez le <PHONE_NUMBER> ou rendez-vous au <ADDRESS>, <LOCATION>, NY 10017.\n\nMerci,\nOpérations de sécurité mondiale de la Chase Bank"}
2026-04-03 14:56:32,102 | INFO | mail_pii | Metrics saved to /Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/metrics/metrics.csv
2026-04-03 15:01:45,350 | INFO | mail_pii | {"mail_id": "mail_001", "success": true, "language": "en", "processing_time_sec": 0.359, "num_entities": 15, "output_file": "/Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/anonymized/mail_001.txt", "anonymized_text": "From: Chase Security Team <<EMAIL_ADDRESS>>\nTo: <EMAIL_ADDRESS>\nSubject: URGENT: Unusual Sign-in Activity Detected\n\nDear <PERSON>,\n\nOur system detected a suspicious login attempt to your Chase Online account from an unrecognized device in <LOCATION>, <LOCATION>.\n\nAccount ending in: <ACCOUNT_NUMBER>\nDate: <DATE_TIME>\nTime: <DATE_TIME>\n\nIf this was not you, please click the link below:\n<URL>\n\nIf you have questions, call <PHONE_NUMBER> or visit <ADDRESS>, <LOCATION>, NY 10017.\n\nThank you,\nChase Bank Global Security Operations"}
2026-04-03 15:01:45,438 | INFO | mail_pii | {"mail_id": "mail_001_fr", "success": true, "language": "fr", "processing_time_sec": 0.0884, "num_entities": 7, "output_file": "/Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/anonymized/mail_001_fr.txt", "anonymized_text": "De : Équipe de sécurité Chase <EMAIL_ADDRESS>\nÀ : <EMAIL_ADDRESS>\nObjet : URGENCE : Activité de connexion inhabituelle détectée\n\nChère Maria Garcia,\n\nNotre système a détecté une tentative de connexion suspecte à votre compte Chase Online à partir d'un appareil non reconnu à Moscou, en Russie.\n\nCompte se terminant par : ...4829\nDate : 03 avril 2026\nHeure : 10:14 AM CEST\n\nSi ce n'était pas vous, veuillez cliquer sur le lien ci-dessous :\n<URL>\n\nSi vous avez des questions, appelez le <PHONE_NUMBER> ou rendez-vous au 270 Park Ave, New York, NY 10017.\n\nMerci,\nOpérations de sécurité mondiale de la Chase Bank"}
2026-04-03 15:01:45,439 | INFO | mail_pii | Metrics saved to /Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/metrics/metrics.csv
2026-04-03 15:04:05,128 | INFO | mail_pii | {"mail_id": "mail_001", "success": true, "language": "en", "processing_time_sec": 0.3019, "num_entities": 15, "output_file": "/Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/anonymized/mail_001.txt", "anonymized_text": "From: Chase Security Team <<EMAIL_ADDRESS>>\nTo: <EMAIL_ADDRESS>\nSubject: URGENT: Unusual Sign-in Activity Detected\n\nDear <PERSON>,\n\nOur system detected a suspicious login attempt to your Chase Online account from an unrecognized device in <LOCATION>, <LOCATION>.\n\nAccount ending in: <ACCOUNT_NUMBER>\nDate: <DATE_TIME>\nTime: <DATE_TIME>\n\nIf this was not you, please click the link below:\n<URL>\n\nIf you have questions, call <PHONE_NUMBER> or visit <ADDRESS>, <LOCATION>, NY 10017.\n\nThank you,\nChase Bank Global Security Operations"}
2026-04-03 15:04:05,155 | INFO | mail_pii | {"mail_id": "mail_001_fr", "success": true, "language": "fr", "processing_time_sec": 0.027, "num_entities": 16, "output_file": "/Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/anonymized/mail_001_fr.txt", "anonymized_text": "De : Équipe de sécurité <PERSON> <EMAIL_ADDRESS>\nÀ : <EMAIL_ADDRESS>\nObjet : URGENCE : Activité de connexion inhabituelle détectée\n\n<PERSON>,\n\nNotre système a détecté une tentative de connexion suspecte à votre compte <PERSON> à partir d'un appareil non reconnu à <LOCATION>, en <LOCATION>.\n\nCompte se terminant par : ...4829\nDate : 03 avril 2026\nHeure : 10:14 AM CEST\n\nSi ce n'était pas vous, veuillez cliquer sur le lien ci-dessous :\n<LOCATION>\n\nSi vous avez des questions, appelez le <PHONE_NUMBER> ou rendez-vous au <LOCATION>, <LOCATION>, <LOCATION> 10017.\n\nMerci,\nOpérations de sécurité mondiale de la Chase Bank"}
2026-04-03 15:04:05,155 | INFO | mail_pii | Metrics saved to /Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/metrics/metrics.csv
2026-04-03 15:38:33,701 | INFO | mail_pii | {"mail_id": "mail_001", "success": true, "language": "en", "anonymization_mode": "user_only", "all_hits_count": 15, "kept_hits_count": 4, "identity_empty": false, "processing_time_sec": 0.3041, "num_entities": 15, "output_file": "/Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/anonymized/mail_001.txt", "anonymized_text": "From: Chase Security Team <no-reply@chase-security-verify.com>\nTo: <EMAIL_ADDRESS>\nSubject: URGENT: Unusual Sign-in Activity Detected\n\nDear <PERSON>,\n\nOur system detected a suspicious login attempt to your Chase Online account from an unrecognized device in Moscow, Russia.\n\nAccount ending in: <ACCOUNT_NUMBER>\nDate: April 03, 2026\nTime: 10:14 AM CEST\n\nIf this was not you, please click the link below:\n<URL>\n\nIf you have questions, call 1-800-555-0199 or visit 270 Park Ave, New York, NY 10017.\n\nThank you,\nChase Bank Global Security Operations"}
2026-04-03 15:38:33,728 | INFO | mail_pii | {"mail_id": "mail_001_fr", "success": true, "language": "fr", "anonymization_mode": "user_only", "all_hits_count": 16, "kept_hits_count": 3, "identity_empty": false, "processing_time_sec": 0.0267, "num_entities": 16, "output_file": "/Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/anonymized/mail_001_fr.txt", "anonymized_text": "De : Équipe de sécurité Chase no-reply@chase-security-verify.com\nÀ : <EMAIL_ADDRESS>\nObjet : URGENCE : Activité de connexion inhabituelle détectée\n\n<PERSON>,\n\nNotre système a détecté une tentative de connexion suspecte à votre compte Chase Online à partir d'un appareil non reconnu à Moscou, en Russie.\n\nCompte se terminant par : ...4829\nDate : 03 avril 2026\nHeure : 10:14 AM CEST\n\nSi ce n'était pas vous, veuillez cliquer sur le lien ci-dessous :\n<URL>\n\nSi vous avez des questions, appelez le 1-800-555-0199 ou rendez-vous au 270 Park Ave, New York, NY 10017.\n\nMerci,\nOpérations de sécurité mondiale de la Chase Bank"}
2026-04-03 15:38:33,847 | INFO | mail_pii | {"mail_id": "mail_002", "success": true, "language": "en", "anonymization_mode": "user_only", "all_hits_count": 26, "kept_hits_count": 5, "identity_empty": false, "processing_time_sec": 0.1196, "num_entities": 26, "output_file": "/Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/anonymized/mail_002.txt", "anonymized_text": "Return-Path: <no-reply@chase-security-verify.com>\nDelivered-To: <EMAIL_ADDRESS>\nReceived: by 2002:a05:620a:258b:b0:78d:456c:1d22 with SMTP id p11csp1234567qkj;\n        Fri, 3 Apr 2026 01:14:00 -0700 (PDT)\nFrom: \"Chase Security Team\" <no-reply@chase-security-verify.com>\nTo: <EMAIL_ADDRESS>\nSubject: URGENT: Unusual Sign-in Activity Detected\nDate: Fri, 3 Apr 2026 10:14:00 +0200\nMessage-ID: <0100018e69c7b3d4-7a3b-4c2d-9e1f-8g5h6j7k8l9m@email.chase-security-verify.com>\nMIME-Version: 1.0\nContent-Type: text/plain; charset=\"UTF-8\"\nContent-Transfer-Encoding: 7bit\n\nDear <PERSON>,\n\nOur system detected a suspicious login attempt to your Chase Online account from an unrecognized device in Moscow, Russia.\n\nAccount ending in: <ACCOUNT_NUMBER>\nDate: April 03, 2026\nTime: 10:14 AM CEST\n\nIf this was not you, please click the link below:\n<URL>\n\nIf you have questions, call 1-800-555-0199 or visit 270 Park Ave, New York, NY 10017.\n\nThank you,\nChase Bank Global Security Operations"}
2026-04-03 15:38:33,848 | INFO | mail_pii | Metrics saved to /Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/metrics/metrics.csv
2026-04-03 15:43:26,355 | INFO | mail_pii | {"mail_id": "mail_001", "success": true, "language": "en", "anonymization_mode": "user_only", "all_hits_count": 15, "kept_hits_count": 3, "identity_empty": false, "processing_time_sec": 0.3035, "num_entities": 15, "output_file": "/Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/anonymized/mail_001.txt", "anonymized_text": "From: Chase Security Team <no-reply@chase-security-verify.com>\nTo: <EMAIL_ADDRESS>\nSubject: URGENT: Unusual Sign-in Activity Detected\n\nDear <PERSON>,\n\nOur system detected a suspicious login attempt to your Chase Online account from an unrecognized device in Moscow, Russia.\n\nAccount ending in: ...4829\nDate: April 03, 2026\nTime: 10:14 AM CEST\n\nIf this was not you, please click the link below:\n<URL>\n\nIf you have questions, call 1-800-555-0199 or visit 270 Park Ave, New York, NY 10017.\n\nThank you,\nChase Bank Global Security Operations"}
2026-04-03 15:43:26,383 | INFO | mail_pii | {"mail_id": "mail_001_fr", "success": true, "language": "fr", "anonymization_mode": "user_only", "all_hits_count": 16, "kept_hits_count": 3, "identity_empty": false, "processing_time_sec": 0.0272, "num_entities": 16, "output_file": "/Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/anonymized/mail_001_fr.txt", "anonymized_text": "De : Équipe de sécurité Chase no-reply@chase-security-verify.com\nÀ : <EMAIL_ADDRESS>\nObjet : URGENCE : Activité de connexion inhabituelle détectée\n\n<PERSON>,\n\nNotre système a détecté une tentative de connexion suspecte à votre compte Chase Online à partir d'un appareil non reconnu à Moscou, en Russie.\n\nCompte se terminant par : ...4829\nDate : 03 avril 2026\nHeure : 10:14 AM CEST\n\nSi ce n'était pas vous, veuillez cliquer sur le lien ci-dessous :\n<URL>\n\nSi vous avez des questions, appelez le 1-800-555-0199 ou rendez-vous au 270 Park Ave, New York, NY 10017.\n\nMerci,\nOpérations de sécurité mondiale de la Chase Bank"}
2026-04-03 15:43:26,502 | INFO | mail_pii | {"mail_id": "mail_002", "success": true, "language": "en", "anonymization_mode": "user_only", "all_hits_count": 26, "kept_hits_count": 4, "identity_empty": false, "processing_time_sec": 0.1191, "num_entities": 26, "output_file": "/Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/anonymized/mail_002.txt", "anonymized_text": "Return-Path: <no-reply@chase-security-verify.com>\nDelivered-To: <EMAIL_ADDRESS>\nReceived: by 2002:a05:620a:258b:b0:78d:456c:1d22 with SMTP id p11csp1234567qkj;\n        Fri, 3 Apr 2026 01:14:00 -0700 (PDT)\nFrom: \"Chase Security Team\" <no-reply@chase-security-verify.com>\nTo: <EMAIL_ADDRESS>\nSubject: URGENT: Unusual Sign-in Activity Detected\nDate: Fri, 3 Apr 2026 10:14:00 +0200\nMessage-ID: <0100018e69c7b3d4-7a3b-4c2d-9e1f-8g5h6j7k8l9m@email.chase-security-verify.com>\nMIME-Version: 1.0\nContent-Type: text/plain; charset=\"UTF-8\"\nContent-Transfer-Encoding: 7bit\n\nDear <PERSON>,\n\nOur system detected a suspicious login attempt to your Chase Online account from an unrecognized device in Moscow, Russia.\n\nAccount ending in: ...4829\nDate: April 03, 2026\nTime: 10:14 AM CEST\n\nIf this was not you, please click the link below:\n<URL>\n\nIf you have questions, call 1-800-555-0199 or visit 270 Park Ave, New York, NY 10017.\n\nThank you,\nChase Bank Global Security Operations"}
2026-04-03 15:43:26,502 | INFO | mail_pii | Metrics saved to /Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/metrics/metrics.csv
2026-04-03 15:49:37,473 | INFO | mail_pii | {"mail_id": "mail_001", "success": true, "language": "en", "anonymization_mode": "user_only", "analyzer_hits": 15, "redacted_spans": 3, "identity_empty": false, "processing_time_sec": 0.3235, "output_file": "outputs/anonymized/mail_001.txt"}
2026-04-03 15:49:37,501 | INFO | mail_pii | {"mail_id": "mail_001_fr", "success": true, "language": "fr", "anonymization_mode": "user_only", "analyzer_hits": 16, "redacted_spans": 3, "identity_empty": false, "processing_time_sec": 0.027, "output_file": "outputs/anonymized/mail_001_fr.txt"}
2026-04-03 15:49:37,621 | INFO | mail_pii | {"mail_id": "mail_002", "success": true, "language": "en", "anonymization_mode": "user_only", "analyzer_hits": 26, "redacted_spans": 4, "identity_empty": false, "processing_time_sec": 0.1207, "output_file": "outputs/anonymized/mail_002.txt"}
2026-04-03 15:49:37,622 | INFO | mail_pii | Metrics saved to /Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/metrics/metrics.csv
2026-04-07 09:40:07,733 | INFO | mail_pii | {"mail_id": "mail_001", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 15, "redacted_spans": 3, "identity_empty": false, "processing_time_sec": 0.3291, "output_file": "outputs/anonymized/mail_001.txt"}
2026-04-07 09:40:07,764 | INFO | mail_pii | {"mail_id": "mail_001_fr", "success": true, "language_detected": "fr", "language": "fr", "analyzer_hits": 16, "redacted_spans": 3, "identity_empty": false, "processing_time_sec": 0.031, "output_file": "outputs/anonymized/mail_001_fr.txt"}
2026-04-07 09:40:07,890 | INFO | mail_pii | {"mail_id": "mail_002", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 26, "redacted_spans": 4, "identity_empty": false, "processing_time_sec": 0.1263, "output_file": "outputs/anonymized/mail_002.txt"}
2026-04-07 09:40:07,891 | INFO | mail_pii | Metrics saved to /Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/metrics/metrics.csv
2026-04-07 10:12:01,998 | INFO | mail_pii | {"mail_id": "mail_001", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 15, "redacted_spans": 3, "identity_empty": false, "processing_time_sec": 0.4154, "output_file": "outputs/anonymized/mail_001.txt"}
2026-04-07 10:12:02,028 | INFO | mail_pii | {"mail_id": "mail_001_fr", "success": true, "language_detected": "fr", "language": "fr", "analyzer_hits": 16, "redacted_spans": 1, "identity_empty": false, "processing_time_sec": 0.0299, "output_file": "outputs/anonymized/mail_001_fr.txt"}
2026-04-07 10:12:02,152 | INFO | mail_pii | {"mail_id": "mail_002", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 26, "redacted_spans": 4, "identity_empty": false, "processing_time_sec": 0.1233, "output_file": "outputs/anonymized/mail_002.txt"}
2026-04-07 10:12:02,152 | INFO | mail_pii | Metrics saved to /Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/metrics/metrics.csv
2026-04-07 10:52:30,188 | INFO | mail_pii | {"mail_id": "mail_001", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 15, "redacted_spans": 2, "redaction_ratio": 0.1333, "identity_empty": false, "identity_source": "headers_email_only", "processing_time_sec": 0.3256, "output_file": "outputs/anonymized/mail_001.txt"}
2026-04-07 10:52:30,218 | INFO | mail_pii | {"mail_id": "mail_001_fr", "success": true, "language_detected": "fr", "language": "fr", "analyzer_hits": 16, "redacted_spans": 0, "redaction_ratio": 0.0, "identity_empty": true, "identity_source": "none", "processing_time_sec": 0.0294, "output_file": "outputs/anonymized/mail_001_fr.txt"}
2026-04-07 10:52:30,340 | INFO | mail_pii | {"mail_id": "mail_002", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 26, "redacted_spans": 3, "redaction_ratio": 0.1154, "identity_empty": false, "identity_source": "headers_email_only", "processing_time_sec": 0.1226, "output_file": "outputs/anonymized/mail_002.txt"}
2026-04-07 10:52:30,341 | INFO | mail_pii | Metrics saved to /Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/metrics/metrics.csv
2026-04-07 10:53:02,316 | INFO | mail_pii | {"mail_id": "mail_001", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 15, "redacted_spans": 2, "redaction_ratio": 0.1333, "identity_empty": false, "identity_source": "headers_email_only", "processing_time_sec": 0.3689, "output_file": "outputs/anonymized/mail_001.txt"}
2026-04-07 10:53:02,344 | INFO | mail_pii | {"mail_id": "mail_001_fr", "success": true, "language_detected": "fr", "language": "fr", "analyzer_hits": 16, "redacted_spans": 2, "redaction_ratio": 0.125, "identity_empty": false, "identity_source": "headers_email_only", "processing_time_sec": 0.0282, "output_file": "outputs/anonymized/mail_001_fr.txt"}
2026-04-07 10:53:02,467 | INFO | mail_pii | {"mail_id": "mail_002", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 26, "redacted_spans": 3, "redaction_ratio": 0.1154, "identity_empty": false, "identity_source": "headers_email_only", "processing_time_sec": 0.1222, "output_file": "outputs/anonymized/mail_002.txt"}
2026-04-07 10:53:02,467 | INFO | mail_pii | Metrics saved to /Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/metrics/metrics.csv
2026-04-07 11:53:46,189 | INFO | mail_pii | {"mail_id": "mail_001", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 15, "redacted_spans": 2, "redaction_ratio": 0.1333, "identity_empty": false, "identity_source": "headers_email_only", "processing_time_sec": 0.3332, "output_file": "outputs/anonymized/mail_001.txt"}
2026-04-07 11:53:46,219 | INFO | mail_pii | {"mail_id": "mail_001_fr", "success": true, "language_detected": "fr", "language": "fr", "analyzer_hits": 16, "redacted_spans": 0, "redaction_ratio": 0.0, "identity_empty": true, "identity_source": "none", "processing_time_sec": 0.0292, "output_file": "outputs/anonymized/mail_001_fr.txt"}
2026-04-07 11:53:46,340 | INFO | mail_pii | {"mail_id": "mail_002", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 26, "redacted_spans": 3, "redaction_ratio": 0.1154, "identity_empty": false, "identity_source": "headers_email_only", "processing_time_sec": 0.1217, "output_file": "outputs/anonymized/mail_002.txt"}
2026-04-07 11:53:46,341 | INFO | mail_pii | Metrics saved to /Users/joaquinaravena/Documents/GitHub/Personal-projects/Anonymization/outputs/metrics/metrics.csv
2026-04-07 13:50:58,197 | INFO | mail_pii | {"mail_id": "mail_001", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 15, "redacted_spans": 2, "redaction_ratio": 0.1333, "identity_empty": false, "identity_source": "headers_email_only", "processing_time_sec": 0.3208, "output_file": "outputs/anonymized/mail_001.txt"}
2026-04-07 13:50:58,228 | INFO | mail_pii | {"mail_id": "mail_001_fr", "success": true, "language_detected": "fr", "language": "fr", "analyzer_hits": 16, "redacted_spans": 0, "redaction_ratio": 0.0, "identity_empty": true, "identity_source": "none", "processing_time_sec": 0.0309, "output_file": "outputs/anonymized/mail_001_fr.txt"}
2026-04-07 13:50:58,348 | INFO | mail_pii | {"mail_id": "mail_002", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 26, "redacted_spans": 3, "redaction_ratio": 0.1154, "identity_empty": false, "identity_source": "headers_email_only", "processing_time_sec": 0.1195, "output_file": "outputs/anonymized/mail_002.txt"}
2026-04-07 13:50:58,408 | INFO | mail_pii | {"mail_id": "mail_003", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 11, "redacted_spans": 1, "redaction_ratio": 0.0909, "identity_empty": false, "identity_source": "headers_email_only", "processing_time_sec": 0.0598, "output_file": "outputs/anonymized/mail_003.txt"}
2026-04-07 13:50:58,509 | INFO | mail_pii | {"mail_id": "mail_004", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 7, "redacted_spans": 1, "redaction_ratio": 0.1429, "identity_empty": false, "identity_source": "headers_email_only", "processing_time_sec": 0.1009, "output_file": "outputs/anonymized/mail_004.txt"}
2026-04-07 13:50:58,555 | INFO | mail_pii | {"mail_id": "mail_005", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 15, "redacted_spans": 1, "redaction_ratio": 0.0667, "identity_empty": false, "identity_source": "headers_email_only", "processing_time_sec": 0.0457, "output_file": "outputs/anonymized/mail_005.txt"}
2026-04-07 13:50:58,616 | INFO | mail_pii | {"mail_id": "mail_006", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 8, "redacted_spans": 1, "redaction_ratio": 0.125, "identity_empty": false, "identity_source": "headers_email_only", "processing_time_sec": 0.0605, "output_file": "outputs/anonymized/mail_006.txt"}
2026-04-07 13:50:58,674 | INFO | mail_pii | {"mail_id": "mail_007", "success": true, "language_detected": "en", "language": "en", "analyzer_hits": 9, "redacted_spans": 1, "redaction_ratio": 0.1111, "identity_empty": false, "identity_source": "headers_email_only", "processing_time_sec": 0.0578, "output_file": "outputs/anonymized/mail_007.txt"}
